region,season,quadrat,species,sex,stage,is_gravid,carapace_width,carapace_length,front_width,left_claw_length,right_claw_length
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,32.0,26.0,18.0,17.0,15.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,33.0,26.0,22.0,20.0,12.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,36.0,28.0,20.0,20.0,18.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,34.0,26.0,20.0,12.0,13.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,34.0,26.0,27.0,19.0,24.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,48.0,37.0,37.0,25.0,27.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,44.0,36.0,23.0,18.0,27.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,38.0,30.0,31.0,18.0,24.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,45.0,35.0,31.0,19.0,19.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,40.0,31.0,29.0,19.0,22.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,39.0,31.0,28.0,25.0,19.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,53.0,41.0,35.0,37.0,34.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,53.0,41.0,38.0,36.0,23.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,40.0,32.0,32.0,13.0,18.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,41.0,32.0,19.0,14.0,22.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,35.0,28.0,22.0,17.0,16.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,50.0,38.0,32.0,24.0,21.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,41.0,32.0,25.0,22.0,23.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,47.0,37.0,35.0,27.0,18.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,51.0,39.0,31.0,26.0,22.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,51.0,39.0,28.0,29.0,30.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,46.0,35.0,31.0,23.0,20.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,49.0,38.0,24.0,27.0,24.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,51.0,39.0,26.0,24.0,21.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,42.0,32.0,28.0,21.0,19.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,33.0,25.0,18.0,16.0,17.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,36.0,28.0,24.0,20.0,15.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,45.0,35.0,35.0,29.0,30.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,44.0,34.0,18.0,19.0,26.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,50.0,39.0,22.0,20.0,28.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,37.0,28.0,24.0,24.0,16.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,54.0,41.0,40.0,22.0,26.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,53.0,41.0,30.0,33.0,26.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,32.0,26.0,13.0,20.0,17.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,49.0,37.0,31.0,23.0,23.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,True,37.0,30.0,31.0,13.0,16.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,55.0,42.0,31.0,28.0,23.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,True,51.0,39.0,32.0,23.0,26.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,42.0,33.0,23.0,20.0,22.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,49.0,38.0,41.0,23.0,24.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,41.0,33.0,25.0,14.0,26.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,47.0,37.0,32.0,21.0,24.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,46.0,35.0,27.0,17.0,21.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,33.0,26.0,17.0,18.0,19.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,42.0,32.0,19.0,20.0,17.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,41.0,31.0,29.0,17.0,20.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,35.0,27.0,23.0,16.0,17.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,32.0,25.0,21.0,12.0,19.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,34.0,26.0,19.0,18.0,13.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,44.0,35.0,32.0,32.0,22.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,37.0,29.0,23.0,18.0,25.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,True,36.0,28.0,24.0,14.0,26.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,34.0,27.0,24.0,19.0,19.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,True,34.0,26.0,27.0,17.0,21.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,49.0,37.0,34.0,26.0,19.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,46.0,35.0,34.0,23.0,18.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,43.0,33.0,35.0,20.0,17.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,55.0,42.0,31.0,28.0,26.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,41.0,31.0,27.0,22.0,21.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,33.0,26.0,22.0,12.0,18.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,45.0,34.0,31.0,22.0,22.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,37.0,28.0,26.0,19.0,14.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,True,48.0,36.0,21.0,20.0,25.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,42.0,33.0,28.0,18.0,23.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,34.0,26.0,22.0,18.0,17.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,38.0,30.0,28.0,18.0,16.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,53.0,40.0,27.0,27.0,23.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,36.0,28.0,27.0,16.0,22.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,True,42.0,33.0,24.0,16.0,20.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,49.0,38.0,31.0,20.0,21.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,51.0,39.0,28.0,25.0,25.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,36.0,27.0,27.0,13.0,17.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,52.0,40.0,40.0,30.0,22.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,42.0,33.0,23.0,23.0,21.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,45.0,36.0,22.0,21.0,18.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,52.0,40.0,30.0,27.0,21.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,46.0,35.0,36.0,18.0,28.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,47.0,36.0,36.0,24.0,22.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,43.0,33.0,19.0,27.0,17.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,33.0,26.0,26.0,15.0,16.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,44.0,33.0,19.0,20.0,15.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,54.0,42.0,38.0,18.0,26.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,55.0,43.0,31.0,31.0,22.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,49.0,38.0,27.0,19.0,19.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,33.0,26.0,22.0,13.0,15.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,46.0,36.0,20.0,19.0,21.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,54.0,41.0,38.0,33.0,31.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,43.0,34.0,22.0,18.0,15.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,37.0,28.0,26.0,16.0,19.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,37.0,28.0,21.0,13.0,21.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,39.0,30.0,24.0,23.0,25.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,37.0,29.0,17.0,14.0,16.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,34.0,27.0,24.0,13.0,19.0
Ria Formosa,summer,1,Afruca farensis,female,sub_adult,False,36.0,28.0,27.0,17.0,15.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,76.0,58.0,53.0,40.0,39.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,43.0,33.0,25.0,24.0,22.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,72.0,55.0,48.0,41.0,30.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,68.0,52.0,33.0,27.0,35.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,58.0,45.0,44.0,34.0,27.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,43.0,34.0,32.0,29.0,18.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,44.0,34.0,34.0,22.0,29.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,66.0,51.0,36.0,34.0,28.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,71.0,54.0,43.0,40.0,30.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,48.0,37.0,22.0,28.0,30.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,63.0,50.0,45.0,34.0,28.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,72.0,55.0,45.0,38.0,27.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,58.0,45.0,46.0,24.0,30.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,74.0,57.0,49.0,32.0,43.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,46.0,35.0,29.0,24.0,22.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,60.0,46.0,48.0,34.0,33.0
Ria Formosa,summer,1,Afruca farensis,female,adult,True,53.0,41.0,41.0,23.0,27.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,66.0,51.0,41.0,28.0,34.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,60.0,47.0,42.0,36.0,34.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,64.0,49.0,34.0,34.0,35.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,47.0,36.0,31.0,25.0,16.0
Ria Formosa,summer,1,Afruca farensis,female,adult,True,43.0,34.0,23.0,22.0,22.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,61.0,47.0,33.0,27.0,30.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,72.0,55.0,48.0,41.0,40.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,60.0,46.0,42.0,36.0,31.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,71.0,54.0,42.0,36.0,38.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,46.0,35.0,24.0,16.0,20.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,47.0,37.0,32.0,30.0,21.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,72.0,56.0,48.0,38.0,33.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,46.0,36.0,31.0,22.0,22.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,67.0,51.0,33.0,30.0,28.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,66.0,50.0,51.0,38.0,32.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,50.0,39.0,38.0,24.0,30.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,46.0,35.0,29.0,25.0,25.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,64.0,49.0,37.0,21.0,33.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,63.0,48.0,26.0,27.0,32.0
Ria Formosa,summer,1,Afruca farensis,female,adult,True,44.0,34.0,39.0,23.0,20.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,69.0,53.0,33.0,34.0,35.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,68.0,52.0,50.0,24.0,32.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,56.0,43.0,35.0,28.0,26.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,75.0,57.0,52.0,42.0,43.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,58.0,44.0,38.0,31.0,20.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,44.0,34.0,28.0,21.0,20.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,50.0,39.0,35.0,28.0,29.0
Ria Formosa,summer,1,Afruca farensis,female,adult,True,47.0,37.0,22.0,30.0,21.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,55.0,42.0,39.0,27.0,30.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,69.0,53.0,54.0,30.0,42.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,51.0,39.0,35.0,23.0,23.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,55.0,43.0,24.0,34.0,29.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,80.0,61.0,35.0,38.0,40.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,50.0,39.0,32.0,23.0,26.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,69.0,53.0,47.0,33.0,39.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,64.0,49.0,27.0,26.0,35.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,75.0,57.0,33.0,37.0,32.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,67.0,51.0,37.0,30.0,27.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,53.0,40.0,26.0,31.0,28.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,49.0,37.0,34.0,26.0,14.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,57.0,43.0,42.0,29.0,36.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,41.0,33.0,30.0,22.0,20.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,80.0,62.0,56.0,41.0,31.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,68.0,52.0,46.0,31.0,30.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,48.0,38.0,31.0,27.0,29.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,72.0,54.0,44.0,35.0,41.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,50.0,39.0,25.0,24.0,16.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,64.0,49.0,47.0,27.0,32.0
Ria Formosa,summer,1,Afruca farensis,female,adult,True,58.0,45.0,33.0,24.0,28.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,45.0,35.0,33.0,13.0,31.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,75.0,57.0,53.0,32.0,34.0
Ria Formosa,summer,1,Afruca farensis,female,adult,True,66.0,50.0,35.0,42.0,30.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,40.0,31.0,16.0,16.0,17.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,65.0,49.0,38.0,33.0,34.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,79.0,60.0,46.0,48.0,33.0
Ria Formosa,summer,1,Afruca farensis,female,adult,True,58.0,44.0,31.0,26.0,31.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,45.0,35.0,34.0,20.0,17.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,71.0,54.0,28.0,37.0,34.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,44.0,35.0,26.0,21.0,26.0
Ria Formosa,summer,1,Afruca farensis,female,adult,True,72.0,55.0,55.0,37.0,41.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,55.0,42.0,25.0,24.0,32.0
Ria Formosa,summer,1,Afruca farensis,female,adult,True,46.0,35.0,25.0,19.0,31.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,70.0,53.0,48.0,34.0,31.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,41.0,31.0,26.0,21.0,19.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,48.0,37.0,37.0,25.0,20.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,42.0,33.0,28.0,22.0,25.0
Ria Formosa,summer,1,Afruca farensis,female,adult,True,41.0,32.0,19.0,25.0,21.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,52.0,40.0,24.0,30.0,20.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,52.0,40.0,31.0,33.0,28.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,79.0,60.0,34.0,49.0,54.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,65.0,50.0,45.0,31.0,32.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,50.0,39.0,22.0,25.0,22.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,72.0,55.0,36.0,46.0,42.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,44.0,34.0,19.0,25.0,21.0
Ria Formosa,summer,1,Afruca farensis,female,adult,True,75.0,57.0,47.0,37.0,35.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,69.0,52.0,46.0,35.0,37.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,53.0,43.0,30.0,22.0,32.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,72.0,55.0,49.0,39.0,33.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,77.0,59.0,48.0,30.0,36.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,69.0,53.0,43.0,35.0,34.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,75.0,57.0,44.0,36.0,36.0
Ria Formosa,summer,1,Afruca farensis,female,adult,True,41.0,32.0,22.0,24.0,19.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,53.0,41.0,46.0,24.0,26.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,46.0,36.0,30.0,29.0,14.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,73.0,56.0,51.0,38.0,39.0
Ria Formosa,summer,1,Afruca farensis,female,adult,True,65.0,50.0,43.0,35.0,27.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,74.0,56.0,47.0,36.0,35.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,41.0,32.0,22.0,20.0,24.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,43.0,34.0,22.0,19.0,26.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,57.0,44.0,33.0,30.0,25.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,77.0,60.0,33.0,46.0,37.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,49.0,37.0,20.0,31.0,21.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,59.0,46.0,30.0,29.0,24.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,73.0,56.0,36.0,41.0,35.0
Ria Formosa,summer,1,Afruca farensis,female,adult,True,68.0,51.0,53.0,37.0,25.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,53.0,41.0,34.0,33.0,18.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,59.0,45.0,28.0,36.0,29.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,45.0,35.0,33.0,19.0,26.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,50.0,39.0,26.0,30.0,23.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,48.0,38.0,30.0,27.0,30.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,77.0,59.0,55.0,35.0,34.0
Ria Formosa,summer,1,Afruca farensis,female,adult,True,56.0,43.0,33.0,30.0,25.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,76.0,60.0,34.0,36.0,28.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,65.0,50.0,44.0,35.0,34.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,46.0,35.0,34.0,20.0,19.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,78.0,60.0,30.0,42.0,44.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,60.0,46.0,34.0,33.0,29.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,57.0,44.0,38.0,31.0,29.0
Ria Formosa,summer,1,Afruca farensis,female,adult,True,68.0,52.0,31.0,36.0,38.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,43.0,34.0,25.0,21.0,26.0
Ria Formosa,summer,1,Afruca farensis,female,adult,False,41.0,32.0,20.0,20.0,18.0
Ria Formosa,summer,1,Afruca farensis,male,juvenile,False,28.0,22.0,22.0,14.0,13.0
Ria Formosa,summer,1,Afruca farensis,male,juvenile,False,20.0,16.0,12.0,11.0,13.0
Ria Formosa,summer,1,Afruca farensis,male,juvenile,False,24.0,19.0,12.0,12.0,13.0
Ria Formosa,summer,1,Afruca farensis,,juvenile,False,24.0,19.0,19.0,11.0,13.0
Ria Formosa,summer,1,Afruca farensis,male,juvenile,False,22.0,17.0,10.0,9.0,11.0
Ria Formosa,summer,1,Afruca farensis,,juvenile,False,20.0,16.0,16.0,10.0,9.0
Ria Formosa,summer,1,Afruca farensis,,juvenile,False,28.0,22.0,13.0,13.0,10.0
Ria Formosa,summer,1,Afruca farensis,male,juvenile,False,16.0,13.0,10.0,8.0,9.0
Ria Formosa,summer,1,Afruca farensis,male,juvenile,False,24.0,19.0,15.0,10.0,16.0
Ria Formosa,summer,1,Afruca farensis,male,juvenile,False,17.0,14.0,10.0,6.0,5.0
Ria Formosa,summer,1,Afruca farensis,male,juvenile,False,23.0,18.0,13.0,13.0,14.0
Ria Formosa,summer,1,Afruca farensis,,juvenile,False,18.0,15.0,11.0,10.0,9.0
Ria Formosa,summer,1,Afruca farensis,male,juvenile,False,21.0,17.0,11.0,10.0,8.0
Ria Formosa,summer,1,Afruca farensis,male,juvenile,False,23.0,19.0,11.0,12.0,13.0
Ria Formosa,summer,1,Afruca farensis,male,juvenile,False,20.0,16.0,11.0,12.0,11.0
Ria Formosa,summer,1,Afruca farensis,male,juvenile,False,17.0,13.0,8.0,5.0,7.0
Ria Formosa,summer,1,Afruca farensis,,juvenile,False,27.0,21.0,13.0,15.0,8.0
Ria Formosa,summer,1,Afruca farensis,,juvenile,False,24.0,20.0,19.0,11.0,10.0
Ria Formosa,summer,1,Afruca farensis,male,juvenile,False,25.0,20.0,13.0,15.0,10.0
Ria Formosa,summer,1,Afruca farensis,,juvenile,False,26.0,21.0,15.0,12.0,15.0
Ria Formosa,summer,1,Afruca farensis,male,juvenile,False,25.0,20.0,11.0,12.0,15.0
Ria Formosa,summer,1,Afruca farensis,male,juvenile,False,20.0,16.0,15.0,9.0,12.0
Ria Formosa,summer,1,Afruca farensis,male,juvenile,False,20.0,16.0,11.0,8.0,9.0
Ria Formosa,summer,1,Afruca farensis,male,juvenile,False,26.0,21.0,22.0,9.0,14.0
Ria Formosa,summer,1,Afruca farensis,,juvenile,False,18.0,14.0,14.0,12.0,7.0
Ria Formosa,summer,1,Afruca farensis,male,juvenile,False,26.0,20.0,17.0,15.0,9.0
Ria Formosa,summer,1,Afruca farensis,,juvenile,False,17.0,14.0,11.0,8.0,8.0
Ria Formosa,summer,1,Afruca farensis,male,juvenile,False,22.0,17.0,12.0,14.0,8.0
Ria Formosa,summer,1,Afruca farensis,male,juvenile,False,25.0,19.0,17.0,10.0,10.0
Ria Formosa,summer,1,Afruca farensis,male,juvenile,False,20.0,17.0,15.0,10.0,11.0
Ria Formosa,summer,1,Afruca farensis,,juvenile,False,22.0,18.0,9.0,11.0,7.0
Ria Formosa,summer,1,Afruca farensis,male,juvenile,False,21.0,17.0,12.0,7.0,13.0
Ria Formosa,summer,1,Afruca farensis,male,juvenile,False,16.0,13.0,7.0,9.0,8.0
Ria Formosa,summer,1,Afruca farensis,male,juvenile,False,16.0,14.0,10.0,9.0,6.0
Ria Formosa,summer,1,Afruca farensis,,juvenile,False,27.0,21.0,15.0,17.0,12.0
Ria Formosa,summer,1,Afruca farensis,,juvenile,False,25.0,20.0,19.0,14.0,12.0
Ria Formosa,summer,1,Afruca farensis,male,juvenile,False,25.0,20.0,10.0,13.0,12.0
Ria Formosa,summer,1,Afruca farensis,male,juvenile,False,24.0,19.0,12.0,9.0,11.0
Ria Formosa,summer,1,Afruca farensis,male,juvenile,False,20.0,16.0,14.0,10.0,12.0
Ria Formosa,summer,1,Afruca farensis,male,juvenile,False,21.0,17.0,10.0,10.0,8.0
Ria Formosa,summer,1,Afruca farensis,male,juvenile,False,28.0,21.0,21.0,18.0,13.0
Ria Formosa,summer,1,Afruca farensis,,juvenile,False,16.0,13.0,7.0,8.0,10.0
Ria Formosa,summer,1,Afruca farensis,male,juvenile,False,23.0,19.0,17.0,10.0,11.0
Ria Formosa,summer,1,Afruca farensis,male,juvenile,False,24.0,20.0,18.0,9.0,19.0
Ria Formosa,summer,1,Afruca farensis,male,juvenile,False,17.0,13.0,9.0,8.0,5.0
Ria Formosa,summer,1,Afruca farensis,male,juvenile,False,25.0,19.0,17.0,12.0,13.0
Ria Formosa,summer,1,Afruca farensis,male,juvenile,False,24.0,19.0,9.0,12.0,8.0
Ria Formosa,summer,1,Afruca farensis,male,juvenile,False,18.0,15.0,14.0,6.0,7.0
Ria Formosa,summer,1,Afruca farensis,male,juvenile,False,20.0,16.0,15.0,14.0,9.0
Ria Formosa,summer,1,Afruca farensis,male,juvenile,False,26.0,20.0,19.0,12.0,9.0
Ria Formosa,summer,1,Afruca farensis,male,juvenile,False,26.0,20.0,17.0,13.0,9.0
Ria Formosa,summer,1,Afruca farensis,,pre_puberty,False,35.0,28.0,23.0,16.0,14.0
Ria Formosa,summer,1,Afruca farensis,male,pre_puberty,False,25.0,20.0,12.0,13.0,11.0
Ria Formosa,summer,1,Afruca farensis,male,pre_puberty,False,26.0,20.0,18.0,16.0,13.0
Ria Formosa,summer,1,Afruca farensis,male,pre_puberty,False,36.0,28.0,22.0,20.0,21.0
Ria Formosa,summer,1,Afruca farensis,male,pre_puberty,False,27.0,22.0,17.0,12.0,11.0
Ria Formosa,summer,1,Afruca farensis,male,pre_puberty,False,37.0,29.0,27.0,22.0,18.0
Ria Formosa,summer,1,Afruca farensis,male,pre_puberty,False,30.0,24.0,17.0,22.0,12.0
Ria Formosa,summer,1,Afruca farensis,,pre_puberty,False,32.0,25.0,23.0,13.0,14.0
Ria Formosa,summer,1,Afruca farensis,,pre_puberty,False,26.0,21.0,17.0,14.0,13.0
